,Platform,Genre,Publisher,Critic_Score,User_Score,Rating,Cat
1091,XB,Simulation,Electronic Arts,75.0,7.1,T,Strategy
1092,X360,Action,THQ,70.0,7.5,M,Action
1093,X360,Action,Activision,57.0,6.8,T,Action
1094,XB,Shooter,Ubisoft,70.0,7.4,T,Action
1095,PS2,Adventure,Ubisoft,51.0,7.5,T,Adventure
1096,PS3,Misc,Sony Computer Entertainment,56.0,4.9,E,Puzzle
1097,X360,Action,Activision,39.0,5,M,Action
1098,X360,Shooter,Ubisoft,78.0,6.2,M,Action
1099,PS2,Misc,THQ,63.0,4.8,E,Puzzle
1100,PS2,Shooter,Electronic Arts,84.0,9.1,M,Action
1101,PC,Shooter,THQ,70.0,5.5,M,Action
1102,X360,Action,Activision,60.0,5.2,E,Action
1103,PC,Shooter,THQ,81.0,8.1,M,Action
1104,X360,Action,Ubisoft,63.0,6.1,E10+,Action
1105,PS2,Misc,Sony Computer Entertainment,46.0,3.9,E,Puzzle
1106,PS3,Action,Activision,50.0,4.8,T,Action
1107,PS3,Action,Electronic Arts,67.0,6.6,E10+,Action
1108,XB,Sports,Electronic Arts,77.0,8.4,E,Sports
1109,X360,Action,Electronic Arts,42.0,4.7,T,Action
1110,X360,Action,Activision,47.0,5,T,Action
1111,PS3,Sports,Ubisoft,46.0,7.5,E,Sports
1112,PS2,Racing,Electronic Arts,56.0,8.2,E,Sports
1113,PS3,Action,Activision,63.0,8.2,E,Action
1114,XB,Racing,Electronic Arts,85.0,9.1,E,Sports
1115,XB,Action,Electronic Arts,79.0,9.1,T,Action
1116,XB,Action,Electronic Arts,68.0,5.8,E10+,Action
1117,PS3,Action,Activision,58.0,6.8,E10+,Action
1118,PS3,Racing,Electronic Arts,57.0,5,E,Sports
1119,PS3,Sports,Electronic Arts,73.0,5.2,E,Sports
1120,PS2,Sports,Sony Computer Entertainment,70.0,5.8,T,Sports
1121,PS3,Misc,Sony Computer Entertainment,66.0,5.2,E,Puzzle
1122,PC,Shooter,Ubisoft,79.0,6.9,M,Action
1123,PS2,Action,Sony Computer Entertainment,74.0,8.3,M,Action
1124,XB,Shooter,Electronic Arts,82.0,8.2,T,Action
1125,XB,Shooter,Activision,61.0,6.5,M,Action
1126,PS2,Adventure,THQ,39.0,4.3,E,Adventure
1127,PS2,Sports,Sony Computer Entertainment,62.0,5.9,E,Sports
1128,PS3,Action,Activision,58.0,7.2,T,Action
1129,PC,Simulation,Electronic Arts,72.0,7.3,T,Strategy
1130,PS3,Shooter,Ubisoft,81.0,7.8,E10+,Action
1131,PS2,Misc,Activision,69.0,8.3,T,Puzzle
1132,X360,Sports,Electronic Arts,70.0,5.6,E,Sports
1133,PS2,Sports,Electronic Arts,61.0,6.8,E,Sports
1134,X360,Simulation,Ubisoft,49.0,6,T,Strategy
1135,PS2,Racing,Ubisoft,52.0,6.8,E,Sports
1136,PS2,Role-Playing,Ubisoft,76.0,8.6,T,Strategy
1137,PS2,Strategy,Ubisoft,47.0,7.4,T,Strategy
1138,XB,Action,Activision,70.0,7,M,Action
1139,PS2,Shooter,Electronic Arts,84.0,7.2,M,Action
1140,X360,Shooter,THQ,71.0,6.4,M,Action
1141,XB,Shooter,Ubisoft,75.0,8.1,M,Action
1142,PC,Action,Ubisoft,74.0,5.9,M,Action
1143,PS2,Role-Playing,THQ,76.0,8.3,T,Strategy
1144,PS3,Racing,THQ,61.0,5,E,Sports
1145,PS3,Action,Electronic Arts,43.0,4.8,T,Action
1146,X360,Misc,Ubisoft,67.0,7.3,E,Puzzle
1147,PS2,Racing,Electronic Arts,85.0,8.2,E,Sports
1148,PS2,Action,Activision,69.0,4.1,E10+,Action
1149,XB,Action,Electronic Arts,65.0,7.1,T,Action
1150,PS3,Platform,THQ,74.0,7.1,E10+,Adventure
1151,X360,Sports,Electronic Arts,67.0,7.1,E,Sports
1152,PS2,Action,THQ,68.0,8.5,M,Action
1153,XB,Sports,Electronic Arts,80.0,7.9,E,Sports
1154,X360,Misc,THQ,82.0,7.9,T,Puzzle
1155,XB,Platform,Activision,58.0,6.4,T,Adventure
1156,XB,Sports,Electronic Arts,76.0,7.2,E,Sports
1157,PC,Shooter,THQ,74.0,7.4,M,Action
1158,PS2,Platform,Activision,70.0,8.9,E,Adventure
1159,PS3,Role-Playing,Ubisoft,64.0,5.9,T,Strategy
1160,X360,Role-Playing,Ubisoft,52.0,7,M,Strategy
1161,PS2,Shooter,Electronic Arts,51.0,5.3,M,Action
1162,PC,Sports,Electronic Arts,81.0,4.4,E,Sports
1163,PS3,Action,Sony Computer Entertainment,36.0,3.7,E10+,Action
1164,XB,Sports,Electronic Arts,82.0,9,E,Sports
1165,X360,Racing,Activision,43.0,6.4,E,Sports
1166,XB,Action,Electronic Arts,71.0,8.8,T,Action
1167,PS3,Simulation,Activision,66.0,6.1,T,Strategy
1168,PS2,Strategy,Activision,78.0,8,T,Strategy
1169,X360,Shooter,Activision,50.0,5.6,M,Action
1170,PS2,Simulation,Ubisoft,59.0,7.5,M,Strategy
1171,X360,Racing,THQ,65.0,7.1,E,Sports
1172,PS3,Role-Playing,Electronic Arts,58.0,7.2,T,Strategy
1173,PS2,Sports,Sony Computer Entertainment,57.0,4,E,Sports
1174,PS2,Shooter,Ubisoft,76.0,8.9,M,Action
1175,PS3,Sports,THQ,65.0,2.4,E,Sports
1176,X360,Action,THQ,69.0,7.3,M,Action
1177,PS2,Sports,Sony Computer Entertainment,57.0,6,E,Sports
1178,X360,Role-Playing,Ubisoft,69.0,6.9,T,Strategy
1179,PS2,Shooter,Electronic Arts,62.0,8.3,M,Action
1180,PS2,Strategy,Electronic Arts,66.0,8.4,T,Strategy
1181,PS3,Platform,Activision,57.0,4.5,E10+,Adventure
1182,PS2,Misc,Sony Computer Entertainment,83.0,9,E,Puzzle
1183,XB,Sports,Electronic Arts,79.0,9,E,Sports
1184,PC,Role-Playing,Ubisoft,85.0,8.6,M,Strategy
1185,X360,Fighting,Electronic Arts,54.0,6.3,T,Sports
1186,PS2,Shooter,Activision,65.0,8.6,M,Action
1187,PS3,Shooter,THQ,72.0,7.2,M,Action
1188,PS3,Simulation,Ubisoft,62.0,7.6,T,Strategy
1189,XB,Action,Electronic Arts,67.0,8.8,E,Action
1190,PS2,Action,Sony Computer Entertainment,68.0,8,M,Action
1191,PC,Action,Ubisoft,82.0,7.4,M,Action
1192,PS3,Sports,Ubisoft,61.0,6.5,T,Sports
1193,PS3,Action,Activision,67.0,7.3,E10+,Action
1194,PS2,Action,Activision,68.0,8.1,E10+,Action
1195,XB,Sports,Electronic Arts,69.0,7.5,E,Sports
1196,XB,Sports,Electronic Arts,81.0,6.8,E,Sports
1197,PS3,Action,Electronic Arts,65.0,6.4,E10+,Action
1198,X360,Action,Electronic Arts,76.0,8.4,M,Action
1199,XB,Platform,Electronic Arts,68.0,8.5,E,Adventure
1200,PS2,Adventure,Sony Computer Entertainment,72.0,7.8,M,Adventure
1201,PC,Racing,Ubisoft,80.0,7,T,Sports
1202,PS2,Misc,Sony Computer Entertainment,86.0,8.8,T,Puzzle
1203,PC,Shooter,Activision,83.0,7.5,M,Action
1204,PS3,Adventure,Ubisoft,39.0,5.6,M,Adventure
1205,X360,Shooter,Electronic Arts,74.0,7.1,M,Action
1206,X360,Shooter,Ubisoft,71.0,6.9,M,Action
1207,XB,Sports,Activision,65.0,8.3,T,Sports
1208,X360,Racing,THQ,57.0,8.1,E,Sports
1209,XB,Action,Activision,63.0,7.6,T,Action
1210,X360,Sports,Electronic Arts,71.0,5.1,E,Sports
1211,X360,Sports,Ubisoft,38.0,7.9,E,Sports
1212,PC,Sports,Electronic Arts,83.0,7.7,E,Sports
1213,PS2,Misc,Sony Computer Entertainment,73.0,8,E,Puzzle
1214,PS3,Misc,THQ,82.0,7.3,T,Puzzle
1215,XB,Racing,THQ,68.0,9.1,T,Sports
1216,PS3,Action,Activision,51.0,7,E10+,Action
1217,XB,Sports,Electronic Arts,85.0,6.5,E,Sports
1218,PS2,Sports,Sony Computer Entertainment,78.0,8.3,E,Sports
1219,PS3,Sports,Activision,31.0,4.4,E,Sports
1220,PS2,Sports,Sony Computer Entertainment,73.0,7.4,E,Sports
1221,PS2,Sports,Sony Computer Entertainment,66.0,9.1,E,Sports
1222,X360,Action,Activision,52.0,6.1,T,Action
1223,PC,Shooter,Ubisoft,71.0,4.9,M,Action
1224,PS3,Platform,Sony Computer Entertainment,53.0,6.1,E10+,Adventure
1225,XB,Action,Electronic Arts,57.0,9.2,M,Action
1226,X360,Action,Activision,71.0,5.8,E,Action
1227,PS3,Fighting,Electronic Arts,53.0,3.8,T,Sports
1228,PS2,Action,Electronic Arts,46.0,6.9,T,Action
1229,X360,Action,Activision,63.0,6.6,E10+,Action
1230,PS2,Sports,Sony Computer Entertainment,56.0,6,E,Sports
1231,PS2,Sports,Electronic Arts,72.0,8.3,E,Sports
1232,X360,Adventure,Ubisoft,42.0,4.8,M,Adventure
1233,PC,Action,Ubisoft,74.0,4.8,M,Action
1234,PS2,Sports,Sony Computer Entertainment,68.0,9,E,Sports
1235,X360,Simulation,Activision,70.0,6.4,T,Strategy
1236,PS3,Action,Activision,66.0,3.7,E,Action
1237,XB,Shooter,Electronic Arts,83.0,8.9,M,Action
1238,PS2,Action,Ubisoft,81.0,9.2,M,Action
1239,PS2,Sports,Activision,83.0,9,E,Sports
1240,PS3,Action,Ubisoft,51.0,5.2,M,Action
1241,PC,Racing,Ubisoft,71.0,6.4,T,Sports
1242,PS3,Action,Electronic Arts,61.0,5.2,E,Action
1243,PC,Simulation,Electronic Arts,73.0,7.5,T,Strategy
1244,PS3,Simulation,Ubisoft,62.0,7,T,Strategy
1245,PC,Shooter,Electronic Arts,82.0,7.7,M,Action
1246,X360,Sports,Ubisoft,61.0,5.3,T,Sports
1247,XB,Sports,Electronic Arts,77.0,6.2,E,Sports
1248,X360,Action,Activision,60.0,5,E10+,Action
1249,PS2,Shooter,THQ,64.0,8.3,M,Action
1250,X360,Racing,THQ,54.0,5.8,E,Sports
1251,PS3,Sports,Electronic Arts,81.0,6.5,E,Sports
1252,X360,Platform,THQ,77.0,7.5,E10+,Adventure
1253,PS3,Sports,Sony Computer Entertainment,63.0,5.1,E,Sports
1254,X360,Action,THQ,55.0,6.3,E10+,Action
1255,X360,Sports,Electronic Arts,62.0,6,E,Sports
1256,PS2,Racing,Electronic Arts,83.0,8.3,E,Sports
1257,PC,Action,THQ,83.0,7.8,M,Action
1258,PS3,Action,THQ,43.0,4.2,E10+,Action
1259,XB,Shooter,THQ,71.0,8.5,M,Action
1260,XB,Action,THQ,51.0,6.2,M,Action
1261,PS2,Racing,Ubisoft,52.0,6.8,M,Sports
1262,PS3,Sports,Sony Computer Entertainment,66.0,8.1,E10+,Sports
1263,X360,Simulation,Ubisoft,64.0,7.7,T,Strategy
1264,PS3,Simulation,Ubisoft,70.0,7.2,T,Strategy
1265,XB,Sports,Electronic Arts,65.0,8.5,E10+,Sports
1266,PS3,Shooter,Activision,50.0,5.4,M,Action
1267,X360,Racing,THQ,58.0,7.8,E,Sports
1268,PS2,Action,Electronic Arts,50.0,2.3,T,Action
1269,XB,Sports,Electronic Arts,81.0,8.1,E,Sports
1270,PS2,Misc,Sony Computer Entertainment,67.0,6.6,E,Puzzle
1271,PS3,Sports,Electronic Arts,64.0,7.1,E,Sports
1272,PS2,Adventure,Electronic Arts,72.0,7.9,T,Adventure
1273,PS2,Sports,Sony Computer Entertainment,78.0,8.3,E,Sports
1274,PC,Shooter,Electronic Arts,96.0,9.3,M,Action
1275,PS2,Shooter,Electronic Arts,67.0,8,T,Action
1276,PS2,Adventure,Sony Computer Entertainment,71.0,8.5,E,Adventure
1277,X360,Simulation,Ubisoft,72.0,7.8,T,Strategy
1278,X360,Action,Activision,58.0,7.6,E10+,Action
1279,PC,Shooter,Electronic Arts,71.0,3.8,M,Action
1280,X360,Simulation,Ubisoft,62.0,8.1,T,Strategy
1281,X360,Action,Electronic Arts,60.0,5.8,E,Action
1282,PS2,Sports,Electronic Arts,76.0,6.4,E,Sports
1283,PS2,Sports,Sony Computer Entertainment,77.0,7.5,E,Sports
1284,X360,Adventure,Ubisoft,35.0,4.7,T,Adventure
1285,PS2,Shooter,Sony Computer Entertainment,65.0,8,T,Action
1286,PC,Shooter,Activision,73.0,3,M,Action
1287,X360,Racing,THQ,80.0,7.7,E,Sports
1288,XB,Strategy,Activision,79.0,8.5,T,Strategy
1289,XB,Action,Activision,53.0,4,M,Action
1290,XB,Misc,Ubisoft,79.0,9,E,Puzzle
1291,PS2,Racing,Sony Computer Entertainment,57.0,7.8,T,Sports
1292,PS3,Sports,Sony Computer Entertainment,63.0,6,E,Sports
1293,PS2,Role-Playing,Ubisoft,58.0,5.5,M,Strategy
1294,X360,Sports,Activision,48.0,5.6,T,Sports
1295,PS2,Platform,Sony Computer Entertainment,77.0,8.5,E10+,Adventure
1296,PS2,Action,Ubisoft,48.0,3.7,T,Action
1297,PS2,Shooter,THQ,62.0,7,T,Action
1298,X360,Action,Electronic Arts,68.0,8,E10+,Action
1299,XB,Action,THQ,68.0,7.5,T,Action
1300,X360,Shooter,Activision,60.0,7.2,T,Action
1301,PS2,Sports,Sony Computer Entertainment,74.0,9.1,E,Sports
1302,PS2,Platform,Ubisoft,49.0,5,E,Adventure
1303,XB,Platform,Activision,70.0,7.2,E,Adventure
1304,X360,Action,Activision,68.0,7.5,E10+,Action
1305,XB,Shooter,THQ,74.0,5.8,M,Action
1306,PS3,Misc,Sony Computer Entertainment,66.0,6.8,T,Puzzle
1307,X360,Action,THQ,33.0,4.3,E10+,Action
1308,PS3,Adventure,Ubisoft,50.0,4,T,Adventure
1309,XB,Racing,Electronic Arts,65.0,8.4,T,Sports
1310,XB,Adventure,Electronic Arts,71.0,8.2,M,Adventure
1311,XB,Sports,Electronic Arts,69.0,7.1,E,Sports
1312,XB,Platform,THQ,88.0,9,T,Adventure
1313,PC,Adventure,Electronic Arts,75.0,8.4,M,Adventure
1314,XB,Adventure,Ubisoft,45.0,7.3,M,Adventure
1315,PC,Sports,Electronic Arts,84.0,4.2,E,Sports
1316,PS2,Racing,Electronic Arts,81.0,6.4,E,Sports
1317,PC,Role-Playing,Electronic Arts,65.0,6,T,Strategy
1318,X360,Sports,Ubisoft,21.0,5,T,Sports
1319,XB,Action,THQ,79.0,9.1,T,Action
1320,XB,Sports,Activision,59.0,7.5,T,Sports
1321,PS2,Racing,Electronic Arts,68.0,8.9,E,Sports
1322,X360,Sports,Electronic Arts,67.0,8.4,E,Sports
1323,X360,Racing,Activision,40.0,6.5,M,Sports
1324,XB,Action,THQ,75.0,8.1,M,Action
1325,XB,Action,Ubisoft,67.0,7.7,T,Action
1326,PS2,Action,Ubisoft,68.0,7.7,M,Action
1327,X360,Platform,Ubisoft,59.0,7.3,E10+,Adventure
1328,PC,Shooter,Ubisoft,51.0,3.3,M,Action
1329,X360,Misc,THQ,28.0,5.2,T,Puzzle
1330,XB,Sports,Activision,76.0,8.3,E,Sports
1331,XB,Platform,Electronic Arts,69.0,8.8,E,Adventure
1332,X360,Racing,Activision,38.0,3.8,T,Sports
1333,PC,Action,Activision,76.0,6.4,M,Action
1334,X360,Sports,Activision,51.0,9,T,Sports
1335,X360,Platform,Activision,62.0,6.2,E10+,Adventure
1336,XB,Shooter,Electronic Arts,64.0,8.2,M,Action
1337,PC,Action,Ubisoft,83.0,5.2,M,Action
1338,XB,Shooter,Electronic Arts,54.0,7.4,M,Action
1339,X360,Misc,Ubisoft,47.0,5.3,E10+,Puzzle
1340,PS2,Racing,Electronic Arts,70.0,7.7,E,Sports
1341,PS2,Simulation,Sony Computer Entertainment,78.0,8.6,T,Strategy
1342,PS3,Platform,Ubisoft,66.0,6,E,Adventure
1343,PS2,Sports,THQ,71.0,9,E,Sports
1344,PS2,Action,Sony Computer Entertainment,51.0,6.2,M,Action
1345,PC,Strategy,Activision,92.0,9.1,T,Strategy
1346,PC,Shooter,Activision,87.0,7.6,M,Action
1347,X360,Racing,Activision,72.0,3.4,E,Sports
1348,XB,Sports,Electronic Arts,60.0,8,E,Sports
1349,PC,Simulation,Electronic Arts,77.0,5.7,T,Strategy
1350,XB,Racing,THQ,63.0,6.2,E,Sports
1351,X360,Sports,Ubisoft,61.0,6.1,E10+,Sports
1352,XB,Action,Activision,53.0,8.1,T,Action
1353,PS2,Role-Playing,Ubisoft,76.0,7.8,T,Strategy
1354,PS2,Action,Activision,65.0,7.5,E,Action
1355,XB,Sports,Activision,80.0,8,E,Sports
1356,X360,Sports,Electronic Arts,49.0,3.1,E,Sports
1357,PC,Action,Electronic Arts,37.0,4.1,T,Action
1358,XB,Role-Playing,Ubisoft,75.0,8.8,T,Strategy
1359,XB,Action,Ubisoft,67.0,5.2,T,Action
1360,X360,Action,Electronic Arts,56.0,5.5,E10+,Action
1361,XB,Racing,THQ,87.0,8.5,E,Sports
1362,XB,Action,Activision,54.0,5,T,Action
1363,X360,Misc,THQ,60.0,7,E10+,Puzzle
1364,XB,Simulation,Ubisoft,61.0,4.1,M,Strategy
1365,PS2,Action,THQ,62.0,8.7,E10+,Action
1366,PC,Racing,Electronic Arts,87.0,7.5,E10+,Sports
1367,XB,Racing,THQ,84.0,8.4,E,Sports
1368,PS3,Sports,Electronic Arts,67.0,3.8,E,Sports
1369,PS2,Role-Playing,Sony Computer Entertainment,73.0,8.3,T,Strategy
1370,XB,Action,Activision,71.0,9.3,E10+,Action
1371,PS2,Action,Sony Computer Entertainment,69.0,8.7,T,Action
1372,PS2,Sports,Electronic Arts,71.0,8.6,E,Sports
1373,XB,Shooter,Ubisoft,77.0,8.5,M,Action
1374,PC,Shooter,THQ,75.0,6.7,M,Action
1375,PS2,Role-Playing,Ubisoft,70.0,7.5,T,Strategy
1376,PC,Simulation,Electronic Arts,75.0,7.7,T,Strategy
1377,PS3,Action,THQ,70.0,7,E10+,Action
1378,X360,Platform,Ubisoft,62.0,6.5,E,Adventure
1379,XB,Sports,Electronic Arts,82.0,8.1,E,Sports
1380,X360,Shooter,Ubisoft,43.0,6.7,T,Action
1381,PS3,Racing,Activision,76.0,4.5,E,Sports
1382,PS2,Platform,Ubisoft,73.0,7.3,E,Adventure
1383,XB,Strategy,Electronic Arts,64.0,7.7,T,Strategy
1384,XB,Sports,Electronic Arts,63.0,7.1,E,Sports
1385,XB,Simulation,Ubisoft,69.0,6.8,T,Strategy
1386,PC,Shooter,Electronic Arts,91.0,8.4,T,Action
1387,PC,Shooter,Electronic Arts,85.0,8,M,Action
1388,PS2,Role-Playing,Ubisoft,43.0,6.7,T,Strategy
1389,PC,Strategy,THQ,80.0,7.8,M,Strategy
1390,PC,Action,Ubisoft,74.0,7.5,M,Action
1391,X360,Misc,Activision,74.0,6.7,T,Puzzle
1392,PC,Simulation,Ubisoft,90.0,7.9,T,Strategy
1393,XB,Racing,Ubisoft,49.0,7,E,Sports
1394,PS2,Platform,Sony Computer Entertainment,71.0,7.7,E,Adventure
1395,PC,Racing,Electronic Arts,65.0,4.9,T,Sports
1396,PC,Racing,Electronic Arts,82.0,8.5,T,Sports
1397,XB,Shooter,Ubisoft,78.0,6.3,M,Action
1398,PC,Platform,Ubisoft,86.0,8.4,E10+,Adventure
1399,XB,Action,THQ,70.0,8.9,T,Action
1400,PS3,Shooter,Activision,36.0,2.4,T,Action
1401,XB,Platform,Ubisoft,75.0,7.9,E,Adventure
1402,PC,Racing,Electronic Arts,82.0,8.5,T,Sports
1403,PS3,Racing,Activision,47.0,7,M,Sports
1404,PC,Strategy,Electronic Arts,82.0,8.6,T,Strategy
1405,XB,Racing,THQ,67.0,5,T,Sports
1406,XB,Action,Electronic Arts,59.0,6,E,Action
1407,XB,Platform,Activision,73.0,7.8,E,Adventure
1408,PC,Simulation,Electronic Arts,78.0,7.3,T,Strategy
1409,PS2,Adventure,Sony Computer Entertainment,61.0,7.7,M,Adventure
1410,PS3,Racing,Sony Computer Entertainment,89.0,8.4,E10+,Sports
1411,PS2,Strategy,THQ,71.0,8,M,Strategy
1412,XB,Racing,Ubisoft,51.0,6.9,M,Sports
1413,XB,Action,Electronic Arts,49.0,1.5,E,Action
1414,XB,Racing,Electronic Arts,83.0,5.5,E,Sports
1415,PC,Platform,Electronic Arts,74.0,4.4,T,Adventure
1416,PS2,Role-Playing,Sony Computer Entertainment,59.0,4.2,T,Strategy
1417,XB,Action,Ubisoft,71.0,7.6,M,Action
1418,PC,Racing,Activision,81.0,7.4,E10+,Sports
1419,PC,Shooter,Activision,86.0,8.4,T,Action
1420,PS2,Misc,Ubisoft,64.0,8.1,E,Puzzle
1421,PC,Action,Electronic Arts,54.0,6.8,E,Action
1422,X360,Shooter,Activision,35.0,6.1,T,Action
1423,PC,Racing,Electronic Arts,83.0,5.8,E,Sports
1424,PS2,Shooter,Ubisoft,44.0,4.6,T,Action
1425,XB,Action,Electronic Arts,45.0,4.6,T,Action
1426,PC,Shooter,THQ,82.0,8.4,M,Action
1427,PC,Simulation,Electronic Arts,81.0,7.8,T,Strategy
1428,PC,Action,Electronic Arts,65.0,7.8,E,Action
1429,XB,Sports,Electronic Arts,69.0,6.8,E,Sports
1430,PC,Action,Electronic Arts,76.0,8,M,Action
1431,PC,Platform,Electronic Arts,81.0,8.1,T,Adventure
1432,PC,Role-Playing,THQ,77.0,8.1,T,Strategy
1433,PS2,Shooter,Sony Computer Entertainment,78.0,8.3,E,Action
1434,XB,Sports,Electronic Arts,74.0,8.1,E,Sports
1435,PC,Simulation,Ubisoft,60.0,7.1,T,Strategy
1436,XB,Sports,Activision,80.0,8.8,E,Sports
1437,PC,Shooter,Electronic Arts,78.0,7.3,T,Action
1438,X360,Sports,Electronic Arts,72.0,8.2,E,Sports
1439,PC,Action,Ubisoft,66.0,3.8,T,Action
1440,PS2,Racing,Sony Computer Entertainment,70.0,4.4,E,Sports
1441,PC,Shooter,Electronic Arts,82.0,7.5,E10+,Action
1442,XB,Sports,Electronic Arts,75.0,7.7,E,Sports
1443,PC,Strategy,THQ,86.0,8.8,M,Strategy
1444,PC,Action,Activision,66.0,8,E10+,Action
1445,PS2,Sports,Electronic Arts,70.0,7.8,E,Sports
1446,X360,Strategy,Electronic Arts,79.0,7.5,T,Strategy
1447,PC,Racing,Electronic Arts,78.0,7.2,E10+,Sports
1448,PC,Strategy,Activision,88.0,9.1,T,Strategy
1449,PC,Racing,Electronic Arts,82.0,8.3,E,Sports
1450,PC,Shooter,Ubisoft,89.0,8.1,M,Action
1451,PC,Sports,Electronic Arts,72.0,3.8,E,Sports
1452,PC,Simulation,Electronic Arts,92.0,7.9,T,Strategy
1453,PC,Sports,Electronic Arts,72.0,3.9,E,Sports
1454,PS2,Misc,THQ,82.0,8.7,E,Puzzle
1455,X360,Sports,Activision,41.0,7.2,E,Sports
1456,PC,Strategy,THQ,93.0,8.8,M,Strategy
1457,PC,Simulation,Ubisoft,79.0,6.9,T,Strategy
1458,XB,Shooter,THQ,70.0,9.3,T,Action
1459,PC,Strategy,THQ,86.0,8.3,E10+,Strategy
1460,PC,Shooter,Activision,74.0,7.3,M,Action
1461,PC,Action,Ubisoft,70.0,7.3,T,Action
1462,X360,Fighting,Ubisoft,60.0,6.1,T,Sports
1463,PC,Simulation,Ubisoft,86.0,8.8,T,Strategy
1464,XB,Racing,Electronic Arts,72.0,7,E,Sports
1465,PC,Racing,Electronic Arts,70.0,5.9,E10+,Sports
1466,PC,Simulation,Electronic Arts,92.0,8.2,T,Strategy
1467,PC,Simulation,Electronic Arts,76.0,7.7,T,Strategy
1468,PC,Strategy,THQ,70.0,7.2,M,Strategy
1469,PC,Strategy,Ubisoft,77.0,7.9,T,Strategy
1470,PS2,Action,THQ,66.0,5.8,T,Action
1471,PC,Strategy,THQ,87.0,8.6,M,Strategy
1472,PS3,Sports,Ubisoft,59.0,5.1,E10+,Sports
1473,PC,Adventure,Ubisoft,47.0,5.5,M,Adventure
1474,PC,Simulation,Activision,84.0,8.3,T,Strategy
1475,PC,Strategy,THQ,81.0,8.9,E10+,Strategy
1476,PS2,Sports,Electronic Arts,74.0,7.4,E,Sports
1477,PC,Action,Electronic Arts,63.0,7.1,E10+,Action
1478,PC,Action,Electronic Arts,67.0,7.2,E,Action
1479,PC,Action,THQ,72.0,6.8,M,Action
1480,PC,Simulation,Ubisoft,71.0,7.2,T,Strategy
1481,PC,Shooter,Activision,81.0,8.6,T,Action
1482,X360,Sports,Activision,41.0,8,E,Sports
1483,PC,Shooter,Ubisoft,78.0,8,M,Action
1484,PC,Shooter,THQ,82.0,7.5,M,Action
1485,PC,Action,Ubisoft,75.0,6.6,T,Action
1486,PC,Racing,Ubisoft,80.0,6.8,E10+,Sports
1487,PC,Simulation,Activision,59.0,5.8,T,Strategy
1488,PC,Action,Activision,74.0,7.6,T,Action
1489,PS2,Sports,Ubisoft,61.0,7.9,E,Sports
1490,PC,Simulation,Ubisoft,76.0,7.5,E,Strategy
1491,PC,Platform,Ubisoft,74.0,8.3,E,Adventure
1492,PC,Action,Electronic Arts,64.0,6.1,E10+,Action
1493,PC,Action,Ubisoft,76.0,7.4,M,Action
1494,PC,Action,Activision,70.0,6.3,T,Action
1495,XB,Adventure,Ubisoft,71.0,8.7,T,Adventure
1496,PC,Action,Activision,63.0,6.2,E10+,Action
1497,PS3,Action,Sony Computer Entertainment,77.0,6.9,E10+,Action
1498,PC,Shooter,Electronic Arts,84.0,7.5,T,Action
1499,XB,Sports,Electronic Arts,75.0,7.7,E10+,Sports
1500,PS2,Shooter,Electronic Arts,63.0,6.1,T,Action
1501,PC,Simulation,Electronic Arts,70.0,6.4,E,Strategy
1502,PC,Simulation,Electronic Arts,74.0,7.3,T,Strategy
1503,PC,Shooter,Electronic Arts,80.0,6.8,T,Action
1504,PC,Shooter,Electronic Arts,89.0,8.6,T,Action
1505,PC,Action,Electronic Arts,57.0,6.7,T,Action
1506,PS3,Strategy,Sony Computer Entertainment,76.0,6.9,E10+,Strategy
1507,PC,Strategy,Ubisoft,66.0,7.7,E10+,Strategy
1508,PC,Simulation,Electronic Arts,63.0,4.3,E10+,Strategy
1509,PC,Shooter,Ubisoft,78.0,7.3,M,Action
1510,PC,Shooter,Ubisoft,79.0,7.9,M,Action
1511,PC,Simulation,Ubisoft,86.0,8.6,T,Strategy
1512,PC,Action,Activision,71.0,7.8,E10+,Action
1513,PC,Shooter,THQ,73.0,6.9,T,Action
1514,PC,Strategy,Ubisoft,68.0,6.7,T,Strategy
1515,PC,Shooter,Electronic Arts,78.0,7.8,E10+,Action
1516,PC,Adventure,Ubisoft,36.0,3.9,T,Adventure
1517,PC,Shooter,Electronic Arts,89.0,9.2,M,Action
1518,PC,Strategy,Electronic Arts,84.0,7.5,T,Strategy
1519,PC,Sports,Electronic Arts,77.0,6.8,E,Sports
1520,PC,Shooter,Activision,81.0,7.6,M,Action
1521,PC,Platform,Activision,62.0,7.1,T,Adventure
1522,PC,Action,Activision,52.0,7.8,T,Action
1523,PC,Simulation,Ubisoft,65.0,4.6,T,Strategy
1524,PC,Role-Playing,Electronic Arts,70.0,6.3,M,Strategy
1525,PS3,Action,Ubisoft,67.0,6.8,M,Action
1526,PC,Shooter,Electronic Arts,84.0,7.9,M,Action
1527,X360,Misc,THQ,54.0,5.7,E,Puzzle
1528,X360,Action,Ubisoft,62.0,7.3,T,Action
1529,XB,Adventure,THQ,77.0,8.3,T,Adventure
1530,PS3,Action,THQ,82.0,7.9,M,Action
1531,PC,Sports,Electronic Arts,62.0,4.1,E10+,Sports
1532,PC,Action,Ubisoft,74.0,7.4,T,Action
1533,PC,Shooter,Activision,63.0,7.1,T,Action
1534,PC,Adventure,Ubisoft,79.0,7.6,E,Adventure
1535,PS3,Action,Sony Computer Entertainment,50.0,5,E10+,Action
